image,distance
data/flowers/image_0268.jpg,0.0
data/flowers/image_0264.jpg,645.0313393136405
data/flowers/image_0677.jpg,661.8169701484439
data/flowers/image_0297.jpg,664.0061468988335
data/flowers/image_0400.jpg,666.7554547468515
data/flowers/image_0361.jpg,667.2740794588963
