image,distance
data/flowers/image_0268.jpg,0.0
data/flowers/image_0268.jpg,0.0
data/flowers/image_0261.jpg,0.1751977801322937
data/flowers/image_0479.jpg,0.2044593095779419
data/flowers/image_0964.jpg,0.2881326675415039
data/flowers/image_0316.jpg,0.36077773571014404
